img,cls
D:/Doan/fashion-dataset/images\30609.jpg,images
D:/Doan/fashion-dataset/images\3061.jpg,images
D:/Doan/fashion-dataset/images\30610.jpg,images
D:/Doan/fashion-dataset/images\30611.jpg,images
D:/Doan/fashion-dataset/images\30612.jpg,images
D:/Doan/fashion-dataset/images\30613.jpg,images
D:/Doan/fashion-dataset/images\30614.jpg,images
D:/Doan/fashion-dataset/images\30615.jpg,images
D:/Doan/fashion-dataset/images\30616.jpg,images
D:/Doan/fashion-dataset/images\30617.jpg,images
D:/Doan/fashion-dataset/images\30618.jpg,images
D:/Doan/fashion-dataset/images\30619.jpg,images
D:/Doan/fashion-dataset/images\3062.jpg,images
D:/Doan/fashion-dataset/images\30620.jpg,images
D:/Doan/fashion-dataset/images\30621.jpg,images
D:/Doan/fashion-dataset/images\30622.jpg,images
D:/Doan/fashion-dataset/images\30624.jpg,images
D:/Doan/fashion-dataset/images\30625.jpg,images
D:/Doan/fashion-dataset/images\30626.jpg,images
D:/Doan/fashion-dataset/images\30627.jpg,images
D:/Doan/fashion-dataset/images\3063.jpg,images
D:/Doan/fashion-dataset/images\30630.jpg,images
D:/Doan/fashion-dataset/images\30632.jpg,images
D:/Doan/fashion-dataset/images\30633.jpg,images
D:/Doan/fashion-dataset/images\30634.jpg,images
D:/Doan/fashion-dataset/images\30635.jpg,images
D:/Doan/fashion-dataset/images\30636.jpg,images
D:/Doan/fashion-dataset/images\30637.jpg,images
D:/Doan/fashion-dataset/images\30638.jpg,images
D:/Doan/fashion-dataset/images\30639.jpg,images
D:/Doan/fashion-dataset/images\3064.jpg,images
D:/Doan/fashion-dataset/images\30640.jpg,images
D:/Doan/fashion-dataset/images\30641.jpg,images
D:/Doan/fashion-dataset/images\30642.jpg,images
D:/Doan/fashion-dataset/images\30644.jpg,images
D:/Doan/fashion-dataset/images\30645.jpg,images
D:/Doan/fashion-dataset/images\30646.jpg,images
D:/Doan/fashion-dataset/images\30647.jpg,images
D:/Doan/fashion-dataset/images\30648.jpg,images
D:/Doan/fashion-dataset/images\30649.jpg,images
D:/Doan/fashion-dataset/images\3065.jpg,images
D:/Doan/fashion-dataset/images\30650.jpg,images
D:/Doan/fashion-dataset/images\30651.jpg,images
D:/Doan/fashion-dataset/images\3066.jpg,images
D:/Doan/fashion-dataset/images\30661.jpg,images
D:/Doan/fashion-dataset/images\30662.jpg,images
D:/Doan/fashion-dataset/images\30663.jpg,images
D:/Doan/fashion-dataset/images\30664.jpg,images
D:/Doan/fashion-dataset/images\30665.jpg,images
D:/Doan/fashion-dataset/images\30666.jpg,images
D:/Doan/fashion-dataset/images\30667.jpg,images
D:/Doan/fashion-dataset/images\30668.jpg,images
D:/Doan/fashion-dataset/images\30669.jpg,images
D:/Doan/fashion-dataset/images\3067.jpg,images
D:/Doan/fashion-dataset/images\30670.jpg,images
D:/Doan/fashion-dataset/images\30671.jpg,images
D:/Doan/fashion-dataset/images\30672.jpg,images
D:/Doan/fashion-dataset/images\30673.jpg,images
D:/Doan/fashion-dataset/images\30674.jpg,images
D:/Doan/fashion-dataset/images\30675.jpg,images
D:/Doan/fashion-dataset/images\30676.jpg,images
D:/Doan/fashion-dataset/images\30677.jpg,images
D:/Doan/fashion-dataset/images\30678.jpg,images
D:/Doan/fashion-dataset/images\30679.jpg,images
D:/Doan/fashion-dataset/images\3068.jpg,images
D:/Doan/fashion-dataset/images\30680.jpg,images
D:/Doan/fashion-dataset/images\30681.jpg,images
D:/Doan/fashion-dataset/images\30682.jpg,images
D:/Doan/fashion-dataset/images\30683.jpg,images
D:/Doan/fashion-dataset/images\30684.jpg,images
D:/Doan/fashion-dataset/images\3069.jpg,images
D:/Doan/fashion-dataset/images\30690.jpg,images
D:/Doan/fashion-dataset/images\30691.jpg,images
D:/Doan/fashion-dataset/images\30692.jpg,images
D:/Doan/fashion-dataset/images\30693.jpg,images
D:/Doan/fashion-dataset/images\30694.jpg,images
D:/Doan/fashion-dataset/images\30695.jpg,images
D:/Doan/fashion-dataset/images\30696.jpg,images
D:/Doan/fashion-dataset/images\3070.jpg,images
D:/Doan/fashion-dataset/images\30705.jpg,images
D:/Doan/fashion-dataset/images\30706.jpg,images
D:/Doan/fashion-dataset/images\30707.jpg,images
D:/Doan/fashion-dataset/images\30709.jpg,images
D:/Doan/fashion-dataset/images\3071.jpg,images
D:/Doan/fashion-dataset/images\30713.jpg,images
D:/Doan/fashion-dataset/images\30714.jpg,images
D:/Doan/fashion-dataset/images\30715.jpg,images
D:/Doan/fashion-dataset/images\30716.jpg,images
D:/Doan/fashion-dataset/images\30717.jpg,images
D:/Doan/fashion-dataset/images\30718.jpg,images
D:/Doan/fashion-dataset/images\3072.jpg,images
D:/Doan/fashion-dataset/images\30720.jpg,images
D:/Doan/fashion-dataset/images\30721.jpg,images
D:/Doan/fashion-dataset/images\30722.jpg,images
D:/Doan/fashion-dataset/images\30723.jpg,images
D:/Doan/fashion-dataset/images\30724.jpg,images
D:/Doan/fashion-dataset/images\30725.jpg,images
D:/Doan/fashion-dataset/images\30726.jpg,images
D:/Doan/fashion-dataset/images\30727.jpg,images
D:/Doan/fashion-dataset/images\30728.jpg,images
D:/Doan/fashion-dataset/images\30729.jpg,images
D:/Doan/fashion-dataset/images\3073.jpg,images
D:/Doan/fashion-dataset/images\30730.jpg,images
D:/Doan/fashion-dataset/images\30731.jpg,images
D:/Doan/fashion-dataset/images\30732.jpg,images
D:/Doan/fashion-dataset/images\30733.jpg,images
D:/Doan/fashion-dataset/images\30734.jpg,images
D:/Doan/fashion-dataset/images\30735.jpg,images
D:/Doan/fashion-dataset/images\30736.jpg,images
D:/Doan/fashion-dataset/images\30737.jpg,images
D:/Doan/fashion-dataset/images\30738.jpg,images
D:/Doan/fashion-dataset/images\30739.jpg,images
D:/Doan/fashion-dataset/images\3074.jpg,images
D:/Doan/fashion-dataset/images\30740.jpg,images
D:/Doan/fashion-dataset/images\30741.jpg,images
D:/Doan/fashion-dataset/images\30742.jpg,images
D:/Doan/fashion-dataset/images\30743.jpg,images
D:/Doan/fashion-dataset/images\30744.jpg,images
D:/Doan/fashion-dataset/images\30745.jpg,images
D:/Doan/fashion-dataset/images\30746.jpg,images
D:/Doan/fashion-dataset/images\30747.jpg,images
D:/Doan/fashion-dataset/images\30748.jpg,images
D:/Doan/fashion-dataset/images\30749.jpg,images
D:/Doan/fashion-dataset/images\3075.jpg,images
D:/Doan/fashion-dataset/images\30750.jpg,images
D:/Doan/fashion-dataset/images\30751.jpg,images
D:/Doan/fashion-dataset/images\30752.jpg,images
D:/Doan/fashion-dataset/images\30753.jpg,images
D:/Doan/fashion-dataset/images\30754.jpg,images
D:/Doan/fashion-dataset/images\30755.jpg,images
D:/Doan/fashion-dataset/images\30756.jpg,images
D:/Doan/fashion-dataset/images\30757.jpg,images
D:/Doan/fashion-dataset/images\30758.jpg,images
D:/Doan/fashion-dataset/images\30759.jpg,images
D:/Doan/fashion-dataset/images\30760.jpg,images
D:/Doan/fashion-dataset/images\30761.jpg,images
D:/Doan/fashion-dataset/images\30762.jpg,images
D:/Doan/fashion-dataset/images\30763.jpg,images
D:/Doan/fashion-dataset/images\30764.jpg,images
D:/Doan/fashion-dataset/images\30765.jpg,images
D:/Doan/fashion-dataset/images\30766.jpg,images
D:/Doan/fashion-dataset/images\30767.jpg,images
D:/Doan/fashion-dataset/images\30768.jpg,images
D:/Doan/fashion-dataset/images\30769.jpg,images
D:/Doan/fashion-dataset/images\3077.jpg,images
D:/Doan/fashion-dataset/images\30770.jpg,images
D:/Doan/fashion-dataset/images\30771.jpg,images
D:/Doan/fashion-dataset/images\30772.jpg,images
D:/Doan/fashion-dataset/images\30773.jpg,images
D:/Doan/fashion-dataset/images\30774.jpg,images
D:/Doan/fashion-dataset/images\30775.jpg,images
D:/Doan/fashion-dataset/images\30776.jpg,images
D:/Doan/fashion-dataset/images\30777.jpg,images
D:/Doan/fashion-dataset/images\30778.jpg,images
D:/Doan/fashion-dataset/images\30779.jpg,images
D:/Doan/fashion-dataset/images\3078.jpg,images
D:/Doan/fashion-dataset/images\30780.jpg,images
D:/Doan/fashion-dataset/images\30781.jpg,images
D:/Doan/fashion-dataset/images\30782.jpg,images
D:/Doan/fashion-dataset/images\30783.jpg,images
D:/Doan/fashion-dataset/images\30784.jpg,images
D:/Doan/fashion-dataset/images\30785.jpg,images
D:/Doan/fashion-dataset/images\30786.jpg,images
D:/Doan/fashion-dataset/images\30787.jpg,images
D:/Doan/fashion-dataset/images\30788.jpg,images
D:/Doan/fashion-dataset/images\30789.jpg,images
D:/Doan/fashion-dataset/images\3079.jpg,images
D:/Doan/fashion-dataset/images\30790.jpg,images
D:/Doan/fashion-dataset/images\30791.jpg,images
D:/Doan/fashion-dataset/images\30792.jpg,images
D:/Doan/fashion-dataset/images\30793.jpg,images
D:/Doan/fashion-dataset/images\30794.jpg,images
D:/Doan/fashion-dataset/images\30795.jpg,images
D:/Doan/fashion-dataset/images\30796.jpg,images
D:/Doan/fashion-dataset/images\30797.jpg,images
D:/Doan/fashion-dataset/images\30798.jpg,images
D:/Doan/fashion-dataset/images\30799.jpg,images
D:/Doan/fashion-dataset/images\3080.jpg,images
D:/Doan/fashion-dataset/images\30800.jpg,images
D:/Doan/fashion-dataset/images\30801.jpg,images
D:/Doan/fashion-dataset/images\30802.jpg,images
D:/Doan/fashion-dataset/images\30803.jpg,images
D:/Doan/fashion-dataset/images\30804.jpg,images
D:/Doan/fashion-dataset/images\30805.jpg,images
D:/Doan/fashion-dataset/images\30806.jpg,images
D:/Doan/fashion-dataset/images\30807.jpg,images
D:/Doan/fashion-dataset/images\30808.jpg,images
D:/Doan/fashion-dataset/images\30809.jpg,images
D:/Doan/fashion-dataset/images\3081.jpg,images
D:/Doan/fashion-dataset/images\30810.jpg,images
D:/Doan/fashion-dataset/images\30811.jpg,images
D:/Doan/fashion-dataset/images\30812.jpg,images
D:/Doan/fashion-dataset/images\30813.jpg,images
D:/Doan/fashion-dataset/images\30814.jpg,images
D:/Doan/fashion-dataset/images\30815.jpg,images
D:/Doan/fashion-dataset/images\30816.jpg,images
D:/Doan/fashion-dataset/images\30817.jpg,images
D:/Doan/fashion-dataset/images\30818.jpg,images
D:/Doan/fashion-dataset/images\30819.jpg,images
D:/Doan/fashion-dataset/images\3082.jpg,images
D:/Doan/fashion-dataset/images\30820.jpg,images
D:/Doan/fashion-dataset/images\30821.jpg,images
D:/Doan/fashion-dataset/images\30822.jpg,images
D:/Doan/fashion-dataset/images\30823.jpg,images
D:/Doan/fashion-dataset/images\30824.jpg,images
D:/Doan/fashion-dataset/images\30825.jpg,images
D:/Doan/fashion-dataset/images\30826.jpg,images
D:/Doan/fashion-dataset/images\30827.jpg,images
D:/Doan/fashion-dataset/images\30828.jpg,images
D:/Doan/fashion-dataset/images\30829.jpg,images
D:/Doan/fashion-dataset/images\30830.jpg,images
D:/Doan/fashion-dataset/images\30831.jpg,images
D:/Doan/fashion-dataset/images\30832.jpg,images
D:/Doan/fashion-dataset/images\30833.jpg,images
D:/Doan/fashion-dataset/images\30834.jpg,images
D:/Doan/fashion-dataset/images\30835.jpg,images
D:/Doan/fashion-dataset/images\30836.jpg,images
D:/Doan/fashion-dataset/images\30837.jpg,images
D:/Doan/fashion-dataset/images\30838.jpg,images
D:/Doan/fashion-dataset/images\30839.jpg,images
D:/Doan/fashion-dataset/images\3084.jpg,images
D:/Doan/fashion-dataset/images\30840.jpg,images
D:/Doan/fashion-dataset/images\30841.jpg,images
D:/Doan/fashion-dataset/images\30842.jpg,images
D:/Doan/fashion-dataset/images\30843.jpg,images
D:/Doan/fashion-dataset/images\30844.jpg,images
D:/Doan/fashion-dataset/images\30845.jpg,images
D:/Doan/fashion-dataset/images\30846.jpg,images
D:/Doan/fashion-dataset/images\30847.jpg,images
D:/Doan/fashion-dataset/images\30848.jpg,images
D:/Doan/fashion-dataset/images\30849.jpg,images
D:/Doan/fashion-dataset/images\3085.jpg,images
D:/Doan/fashion-dataset/images\30850.jpg,images
D:/Doan/fashion-dataset/images\30851.jpg,images
D:/Doan/fashion-dataset/images\30852.jpg,images
D:/Doan/fashion-dataset/images\30853.jpg,images
D:/Doan/fashion-dataset/images\30854.jpg,images
D:/Doan/fashion-dataset/images\30855.jpg,images
D:/Doan/fashion-dataset/images\30856.jpg,images
D:/Doan/fashion-dataset/images\30857.jpg,images
D:/Doan/fashion-dataset/images\30858.jpg,images
D:/Doan/fashion-dataset/images\30859.jpg,images
D:/Doan/fashion-dataset/images\30860.jpg,images
D:/Doan/fashion-dataset/images\30861.jpg,images
D:/Doan/fashion-dataset/images\30862.jpg,images
D:/Doan/fashion-dataset/images\30863.jpg,images
D:/Doan/fashion-dataset/images\30864.jpg,images
D:/Doan/fashion-dataset/images\30865.jpg,images
D:/Doan/fashion-dataset/images\30866.jpg,images
D:/Doan/fashion-dataset/images\30867.jpg,images
D:/Doan/fashion-dataset/images\30868.jpg,images
D:/Doan/fashion-dataset/images\30869.jpg,images
D:/Doan/fashion-dataset/images\3087.jpg,images
D:/Doan/fashion-dataset/images\30870.jpg,images
D:/Doan/fashion-dataset/images\30871.jpg,images
D:/Doan/fashion-dataset/images\30872.jpg,images
D:/Doan/fashion-dataset/images\30873.jpg,images
D:/Doan/fashion-dataset/images\30874.jpg,images
D:/Doan/fashion-dataset/images\30875.jpg,images
D:/Doan/fashion-dataset/images\30877.jpg,images
D:/Doan/fashion-dataset/images\30878.jpg,images
D:/Doan/fashion-dataset/images\30879.jpg,images
D:/Doan/fashion-dataset/images\3088.jpg,images
D:/Doan/fashion-dataset/images\30880.jpg,images
D:/Doan/fashion-dataset/images\30881.jpg,images
D:/Doan/fashion-dataset/images\30882.jpg,images
D:/Doan/fashion-dataset/images\30883.jpg,images
D:/Doan/fashion-dataset/images\30884.jpg,images
D:/Doan/fashion-dataset/images\30885.jpg,images
D:/Doan/fashion-dataset/images\30886.jpg,images
D:/Doan/fashion-dataset/images\30887.jpg,images
D:/Doan/fashion-dataset/images\30888.jpg,images
D:/Doan/fashion-dataset/images\30889.jpg,images
D:/Doan/fashion-dataset/images\3089.jpg,images
D:/Doan/fashion-dataset/images\30890.jpg,images
D:/Doan/fashion-dataset/images\30891.jpg,images
D:/Doan/fashion-dataset/images\30892.jpg,images
D:/Doan/fashion-dataset/images\30893.jpg,images
D:/Doan/fashion-dataset/images\30894.jpg,images
D:/Doan/fashion-dataset/images\30895.jpg,images
D:/Doan/fashion-dataset/images\30896.jpg,images
D:/Doan/fashion-dataset/images\30897.jpg,images
D:/Doan/fashion-dataset/images\30898.jpg,images
D:/Doan/fashion-dataset/images\30899.jpg,images
D:/Doan/fashion-dataset/images\30900.jpg,images
D:/Doan/fashion-dataset/images\30901.jpg,images
D:/Doan/fashion-dataset/images\30902.jpg,images
D:/Doan/fashion-dataset/images\30903.jpg,images
D:/Doan/fashion-dataset/images\30904.jpg,images
D:/Doan/fashion-dataset/images\30905.jpg,images
D:/Doan/fashion-dataset/images\30906.jpg,images
D:/Doan/fashion-dataset/images\30907.jpg,images
D:/Doan/fashion-dataset/images\30908.jpg,images
D:/Doan/fashion-dataset/images\30909.jpg,images
D:/Doan/fashion-dataset/images\30910.jpg,images
D:/Doan/fashion-dataset/images\30911.jpg,images
D:/Doan/fashion-dataset/images\30912.jpg,images
D:/Doan/fashion-dataset/images\30913.jpg,images
D:/Doan/fashion-dataset/images\30914.jpg,images
D:/Doan/fashion-dataset/images\30915.jpg,images
D:/Doan/fashion-dataset/images\30916.jpg,images
D:/Doan/fashion-dataset/images\30917.jpg,images
D:/Doan/fashion-dataset/images\30918.jpg,images
D:/Doan/fashion-dataset/images\30919.jpg,images
D:/Doan/fashion-dataset/images\30920.jpg,images
D:/Doan/fashion-dataset/images\30921.jpg,images
D:/Doan/fashion-dataset/images\30922.jpg,images
D:/Doan/fashion-dataset/images\30923.jpg,images
D:/Doan/fashion-dataset/images\30924.jpg,images
D:/Doan/fashion-dataset/images\30925.jpg,images
D:/Doan/fashion-dataset/images\30926.jpg,images
D:/Doan/fashion-dataset/images\30927.jpg,images
D:/Doan/fashion-dataset/images\30928.jpg,images
D:/Doan/fashion-dataset/images\30929.jpg,images
D:/Doan/fashion-dataset/images\30930.jpg,images
D:/Doan/fashion-dataset/images\30931.jpg,images
D:/Doan/fashion-dataset/images\30932.jpg,images
D:/Doan/fashion-dataset/images\30933.jpg,images
D:/Doan/fashion-dataset/images\30934.jpg,images
D:/Doan/fashion-dataset/images\30935.jpg,images
D:/Doan/fashion-dataset/images\30936.jpg,images
D:/Doan/fashion-dataset/images\30937.jpg,images
D:/Doan/fashion-dataset/images\30938.jpg,images
D:/Doan/fashion-dataset/images\30939.jpg,images
D:/Doan/fashion-dataset/images\30940.jpg,images
D:/Doan/fashion-dataset/images\30941.jpg,images
D:/Doan/fashion-dataset/images\30942.jpg,images
D:/Doan/fashion-dataset/images\30943.jpg,images
D:/Doan/fashion-dataset/images\30944.jpg,images
D:/Doan/fashion-dataset/images\30945.jpg,images
D:/Doan/fashion-dataset/images\30946.jpg,images
D:/Doan/fashion-dataset/images\30947.jpg,images
D:/Doan/fashion-dataset/images\30948.jpg,images
D:/Doan/fashion-dataset/images\30949.jpg,images
D:/Doan/fashion-dataset/images\3095.jpg,images
D:/Doan/fashion-dataset/images\30950.jpg,images
D:/Doan/fashion-dataset/images\30951.jpg,images
D:/Doan/fashion-dataset/images\30952.jpg,images
D:/Doan/fashion-dataset/images\30953.jpg,images
D:/Doan/fashion-dataset/images\30954.jpg,images
D:/Doan/fashion-dataset/images\30955.jpg,images
D:/Doan/fashion-dataset/images\30956.jpg,images
D:/Doan/fashion-dataset/images\30957.jpg,images
D:/Doan/fashion-dataset/images\30958.jpg,images
D:/Doan/fashion-dataset/images\30959.jpg,images
D:/Doan/fashion-dataset/images\3096.jpg,images
D:/Doan/fashion-dataset/images\30960.jpg,images
D:/Doan/fashion-dataset/images\30961.jpg,images
D:/Doan/fashion-dataset/images\30966.jpg,images
D:/Doan/fashion-dataset/images\30976.jpg,images
D:/Doan/fashion-dataset/images\3098.jpg,images
D:/Doan/fashion-dataset/images\30980.jpg,images
D:/Doan/fashion-dataset/images\30983.jpg,images
D:/Doan/fashion-dataset/images\30991.jpg,images
D:/Doan/fashion-dataset/images\30992.jpg,images
D:/Doan/fashion-dataset/images\3100.jpg,images
D:/Doan/fashion-dataset/images\31005.jpg,images
D:/Doan/fashion-dataset/images\3101.jpg,images
D:/Doan/fashion-dataset/images\31014.jpg,images
D:/Doan/fashion-dataset/images\31015.jpg,images
D:/Doan/fashion-dataset/images\31016.jpg,images
D:/Doan/fashion-dataset/images\31017.jpg,images
D:/Doan/fashion-dataset/images\31018.jpg,images
D:/Doan/fashion-dataset/images\3102.jpg,images
D:/Doan/fashion-dataset/images\31020.jpg,images
D:/Doan/fashion-dataset/images\31023.jpg,images
D:/Doan/fashion-dataset/images\31024.jpg,images
D:/Doan/fashion-dataset/images\31027.jpg,images
D:/Doan/fashion-dataset/images\31028.jpg,images
D:/Doan/fashion-dataset/images\31029.jpg,images
D:/Doan/fashion-dataset/images\3103.jpg,images
D:/Doan/fashion-dataset/images\31032.jpg,images
D:/Doan/fashion-dataset/images\31035.jpg,images
D:/Doan/fashion-dataset/images\31036.jpg,images
D:/Doan/fashion-dataset/images\31037.jpg,images
D:/Doan/fashion-dataset/images\31038.jpg,images
D:/Doan/fashion-dataset/images\31039.jpg,images
D:/Doan/fashion-dataset/images\3104.jpg,images
D:/Doan/fashion-dataset/images\31040.jpg,images
D:/Doan/fashion-dataset/images\31043.jpg,images
D:/Doan/fashion-dataset/images\31046.jpg,images
D:/Doan/fashion-dataset/images\31047.jpg,images
D:/Doan/fashion-dataset/images\31048.jpg,images
D:/Doan/fashion-dataset/images\31049.jpg,images
D:/Doan/fashion-dataset/images\3105.jpg,images
D:/Doan/fashion-dataset/images\31050.jpg,images
D:/Doan/fashion-dataset/images\31057.jpg,images
D:/Doan/fashion-dataset/images\31059.jpg,images
D:/Doan/fashion-dataset/images\31060.jpg,images
D:/Doan/fashion-dataset/images\31061.jpg,images
D:/Doan/fashion-dataset/images\31062.jpg,images
D:/Doan/fashion-dataset/images\31063.jpg,images
D:/Doan/fashion-dataset/images\31064.jpg,images
D:/Doan/fashion-dataset/images\31065.jpg,images
D:/Doan/fashion-dataset/images\31066.jpg,images
D:/Doan/fashion-dataset/images\31068.jpg,images
D:/Doan/fashion-dataset/images\3107.jpg,images
D:/Doan/fashion-dataset/images\31070.jpg,images
D:/Doan/fashion-dataset/images\31071.jpg,images
D:/Doan/fashion-dataset/images\31072.jpg,images
D:/Doan/fashion-dataset/images\31074.jpg,images
D:/Doan/fashion-dataset/images\31075.jpg,images
D:/Doan/fashion-dataset/images\31078.jpg,images
D:/Doan/fashion-dataset/images\3108.jpg,images
D:/Doan/fashion-dataset/images\31080.jpg,images
D:/Doan/fashion-dataset/images\31085.jpg,images
D:/Doan/fashion-dataset/images\31088.jpg,images
D:/Doan/fashion-dataset/images\31090.jpg,images
D:/Doan/fashion-dataset/images\31091.jpg,images
D:/Doan/fashion-dataset/images\31092.jpg,images
D:/Doan/fashion-dataset/images\31093.jpg,images
D:/Doan/fashion-dataset/images\31094.jpg,images
D:/Doan/fashion-dataset/images\31096.jpg,images
D:/Doan/fashion-dataset/images\31097.jpg,images
D:/Doan/fashion-dataset/images\31098.jpg,images
D:/Doan/fashion-dataset/images\31099.jpg,images
D:/Doan/fashion-dataset/images\3110.jpg,images
D:/Doan/fashion-dataset/images\31100.jpg,images
D:/Doan/fashion-dataset/images\31101.jpg,images
D:/Doan/fashion-dataset/images\31102.jpg,images
D:/Doan/fashion-dataset/images\31103.jpg,images
D:/Doan/fashion-dataset/images\31104.jpg,images
D:/Doan/fashion-dataset/images\31105.jpg,images
D:/Doan/fashion-dataset/images\31106.jpg,images
D:/Doan/fashion-dataset/images\31107.jpg,images
D:/Doan/fashion-dataset/images\31108.jpg,images
D:/Doan/fashion-dataset/images\31109.jpg,images
D:/Doan/fashion-dataset/images\31110.jpg,images
D:/Doan/fashion-dataset/images\31111.jpg,images
D:/Doan/fashion-dataset/images\31112.jpg,images
D:/Doan/fashion-dataset/images\31113.jpg,images
D:/Doan/fashion-dataset/images\31114.jpg,images
D:/Doan/fashion-dataset/images\31115.jpg,images
D:/Doan/fashion-dataset/images\31116.jpg,images
D:/Doan/fashion-dataset/images\31117.jpg,images
D:/Doan/fashion-dataset/images\31118.jpg,images
D:/Doan/fashion-dataset/images\31119.jpg,images
D:/Doan/fashion-dataset/images\31120.jpg,images
D:/Doan/fashion-dataset/images\31121.jpg,images
D:/Doan/fashion-dataset/images\31122.jpg,images
D:/Doan/fashion-dataset/images\31123.jpg,images
D:/Doan/fashion-dataset/images\31124.jpg,images
D:/Doan/fashion-dataset/images\31125.jpg,images
D:/Doan/fashion-dataset/images\31126.jpg,images
D:/Doan/fashion-dataset/images\31127.jpg,images
D:/Doan/fashion-dataset/images\31128.jpg,images
D:/Doan/fashion-dataset/images\31129.jpg,images
D:/Doan/fashion-dataset/images\31130.jpg,images
D:/Doan/fashion-dataset/images\31132.jpg,images
D:/Doan/fashion-dataset/images\31133.jpg,images
D:/Doan/fashion-dataset/images\31141.jpg,images
D:/Doan/fashion-dataset/images\31142.jpg,images
D:/Doan/fashion-dataset/images\31143.jpg,images
D:/Doan/fashion-dataset/images\31144.jpg,images
D:/Doan/fashion-dataset/images\31147.jpg,images
D:/Doan/fashion-dataset/images\31148.jpg,images
D:/Doan/fashion-dataset/images\31149.jpg,images
D:/Doan/fashion-dataset/images\31150.jpg,images
D:/Doan/fashion-dataset/images\31151.jpg,images
D:/Doan/fashion-dataset/images\31152.jpg,images
D:/Doan/fashion-dataset/images\31153.jpg,images
D:/Doan/fashion-dataset/images\31154.jpg,images
D:/Doan/fashion-dataset/images\31155.jpg,images
D:/Doan/fashion-dataset/images\31156.jpg,images
D:/Doan/fashion-dataset/images\31157.jpg,images
D:/Doan/fashion-dataset/images\31158.jpg,images
D:/Doan/fashion-dataset/images\31159.jpg,images
D:/Doan/fashion-dataset/images\31160.jpg,images
D:/Doan/fashion-dataset/images\31161.jpg,images
D:/Doan/fashion-dataset/images\31162.jpg,images
D:/Doan/fashion-dataset/images\31164.jpg,images
D:/Doan/fashion-dataset/images\31166.jpg,images
D:/Doan/fashion-dataset/images\31167.jpg,images
D:/Doan/fashion-dataset/images\31168.jpg,images
D:/Doan/fashion-dataset/images\31172.jpg,images
D:/Doan/fashion-dataset/images\31173.jpg,images
D:/Doan/fashion-dataset/images\31174.jpg,images
D:/Doan/fashion-dataset/images\31175.jpg,images
D:/Doan/fashion-dataset/images\31176.jpg,images
D:/Doan/fashion-dataset/images\31177.jpg,images
D:/Doan/fashion-dataset/images\31178.jpg,images
D:/Doan/fashion-dataset/images\31180.jpg,images
D:/Doan/fashion-dataset/images\31181.jpg,images
D:/Doan/fashion-dataset/images\31182.jpg,images
D:/Doan/fashion-dataset/images\31183.jpg,images
D:/Doan/fashion-dataset/images\31184.jpg,images
D:/Doan/fashion-dataset/images\31185.jpg,images
D:/Doan/fashion-dataset/images\31186.jpg,images
D:/Doan/fashion-dataset/images\31187.jpg,images
D:/Doan/fashion-dataset/images\31188.jpg,images
D:/Doan/fashion-dataset/images\31189.jpg,images
D:/Doan/fashion-dataset/images\31190.jpg,images
D:/Doan/fashion-dataset/images\31191.jpg,images
D:/Doan/fashion-dataset/images\31192.jpg,images
D:/Doan/fashion-dataset/images\31193.jpg,images
D:/Doan/fashion-dataset/images\31194.jpg,images
D:/Doan/fashion-dataset/images\31195.jpg,images
D:/Doan/fashion-dataset/images\31196.jpg,images
D:/Doan/fashion-dataset/images\3120.jpg,images
D:/Doan/fashion-dataset/images\31200.jpg,images
D:/Doan/fashion-dataset/images\31201.jpg,images
D:/Doan/fashion-dataset/images\31202.jpg,images
D:/Doan/fashion-dataset/images\31204.jpg,images
D:/Doan/fashion-dataset/images\31206.jpg,images
D:/Doan/fashion-dataset/images\31207.jpg,images
D:/Doan/fashion-dataset/images\31208.jpg,images
D:/Doan/fashion-dataset/images\31209.jpg,images
D:/Doan/fashion-dataset/images\3121.jpg,images
D:/Doan/fashion-dataset/images\31210.jpg,images
D:/Doan/fashion-dataset/images\31211.jpg,images
D:/Doan/fashion-dataset/images\31212.jpg,images
D:/Doan/fashion-dataset/images\31213.jpg,images
D:/Doan/fashion-dataset/images\31214.jpg,images
D:/Doan/fashion-dataset/images\31215.jpg,images
D:/Doan/fashion-dataset/images\31216.jpg,images
D:/Doan/fashion-dataset/images\31217.jpg,images
D:/Doan/fashion-dataset/images\31218.jpg,images
D:/Doan/fashion-dataset/images\31219.jpg,images
D:/Doan/fashion-dataset/images\3122.jpg,images
D:/Doan/fashion-dataset/images\31221.jpg,images
D:/Doan/fashion-dataset/images\31222.jpg,images
D:/Doan/fashion-dataset/images\31225.jpg,images
D:/Doan/fashion-dataset/images\31228.jpg,images
D:/Doan/fashion-dataset/images\31229.jpg,images
D:/Doan/fashion-dataset/images\3123.jpg,images
D:/Doan/fashion-dataset/images\31231.jpg,images
D:/Doan/fashion-dataset/images\31233.jpg,images
D:/Doan/fashion-dataset/images\31234.jpg,images
D:/Doan/fashion-dataset/images\31235.jpg,images
D:/Doan/fashion-dataset/images\31236.jpg,images
D:/Doan/fashion-dataset/images\31237.jpg,images
D:/Doan/fashion-dataset/images\31238.jpg,images
D:/Doan/fashion-dataset/images\31239.jpg,images
D:/Doan/fashion-dataset/images\3124.jpg,images
D:/Doan/fashion-dataset/images\31241.jpg,images
D:/Doan/fashion-dataset/images\31242.jpg,images
D:/Doan/fashion-dataset/images\31243.jpg,images
D:/Doan/fashion-dataset/images\31244.jpg,images
